I_D,YEAR,MONTH,DAY,date,HOUR,MINUTE,SECOND,FOCAL_DEPTH,intensity,COUNTRY,STATE,LOCATION_NAME,,type
5341,1992,10,17,10/17/1992,8,32,40.5,14,7,COLOMBIA,,"COLOMBIA:  MURINDO, CALI",,e
5342,1992,10,18,10/18/1992,15,11,59.1,10,7.4,COLOMBIA,,"COLOMBIA:  MURINDO, APARTADO, MEDELLIN",,e
5343,1992,12,12,12/12/1992,5,29,26.3,28,7.8,INDONESIA,,"INDONESIA:  FLORES REGION, MAUMERE, BABI",,e
5344,1993,1,15,1/15/1993,11,6,5.9,102,7.6,JAPAN,,"JAPAN:  HOKKADIO, KUSHIRO, HACHINOHE, HONSHU",,e
5346,1993,1,26,1/26/1993,20,32,6.9,33,5.6,CHINA,,CHINA:  YUNNAN PROVINCE,,e
5347,1993,1,27,1/27/1993,10,27,5.6,33,5.1,IRAN,,IRAN:  NEHBANDAN,,e
5348,1993,2,7,2/7/1993,13,27,42,11,6.3,JAPAN,,"JAPAN:  HONSHU:  ISHIKAWA, TOYAMA, NIIGATA",,e
5349,1993,3,12,3/12/1993,14,1,35.4,10,6.4,WALLIS AND FUTUNA (FRENCH TERRITORY),,FUTUNA ISLAND,,e
5350,1993,3,20,3/20/1993,14,51,59.7,12,6.2,CHINA,,CHINA:  TIBET (XIZANG PROVINCE): NGAMRING,,e
5351,1993,3,25,3/25/1993,13,34,35.4,21,5.6,USA,WA,WASHINGTON-OREGON BORDER,,e
5352,1993,3,26,3/26/1993,22,52,46.9,30,5.1,IRAN,,IRAN:  BOVIR AHMADI VA KOHKILUYEH,,e
5353,1993,4,18,4/18/1993,9,16,23.2,106,6.3,PERU,,PERU:  LIMA,,e
5354,1993,6,8,6/8/1993,13,3,36.4,71,7.5,RUSSIA,,RUSSIA:  KAMCHATKA,,e
10046,1993,6,18,6/18/1993,11,52,54.8,20,6.6,KERMADEC ISLANDS (NEW ZEALAND),,KERMADEC ISLANDS,,e
5355,1993,6,22,6/22/1993,16,32,43.7,33,5.4,IRAN,,IRAN:  BOVIR AHMADI VA KOHKILUYEH,,e
5356,1993,7,10,7/10/1993,20,40,58.9,20,5.8,COSTA RICA,,"COSTA RICA:  TURRIALBA, CARTAGO",,e
5357,1993,7,12,7/12/1993,13,17,11.9,17,7.7,JAPAN,,JAPAN:  HOKKAIDO; RUSSIA:  SOUTHEAST; SOUTH KOREA,,e
5358,1993,7,14,7/14/1993,12,31,49.4,23,5.6,GREECE,,GREECE:  PATRAS,,e
5359,1993,8,1,8/1/1993,0,20,40.5,13,5.5,SUDAN,,SUDAN:  KHARTOUM,,e
6486,1993,8,7,8/7/1993,19,42,41.9,13,6.3,JAPAN,,JAPAN,,e
5360,1993,8,8,8/8/1993,8,34,24.9,59,7.8,USA TERRITORY,GU,"GUAM:  TUMAN BAY, APRA HARBOR",,e
5362,1993,9,10,9/10/1993,19,12,54.6,34,7.2,GUATEMALA,,GUATEMALA:  SOUTHWEST; MEXICO:  CHIAPAS,,e
5363,1993,9,21,9/21/1993,3,28,55.4,11,6,USA,OR,OREGON:  KLAMATH FALLS,,e
5364,1993,9,29,9/29/1993,22,25,48.6,7,6.2,INDIA,,"INDIA:  LATUR-OSMANABAD, KILLARI",,e
5366,1993,10,13,10/13/1993,2,6,0.3,25,6.9,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  EASTERN:  UPPER MARKHAM VALLEY,,e
5367,1993,10,20,10/20/1993,16,15,59.6,37,5.1,NEPAL,,NEPAL: NW; INDIA:  UTTAR PRADESH,,e
5368,1993,11,12,11/12/1993,13,27,28.1,10,4.6,INDIA,,INDIA:  LATUR,,e
6487,1993,11,13,11/13/1993,1,18,4.1,34,7,RUSSIA,,RUSSIA:  KAMCHATKA,,e
5369,1993,11,30,11/30/1993,20,37,12.8,18,5.6,CHINA,,CHINA:  SOUTHERN XINJIANG:  SHUFU,,e
5370,1994,1,3,1/3/1994,5,52,27.6,8,5.7,CHINA,,CHINA:  QINGHAI PROVINCE:  GONGHE,,e
5371,1994,1,16,1/16/1994,1,49,16.2,5,4.6,USA,PA,"PENNSYLVANIA: READING, FELT TO CANADA",,e
5372,1994,1,17,1/17/1994,12,30,55.3,18,6.7,USA,CA,CALIFORNIA:  NORTHRIDGE,,e
5375,1994,1,21,1/21/1994,2,24,29.9,20,7,INDONESIA,,INDONESIA:  KAU,,e
5376,1994,2,3,2/3/1994,9,5,4.2,8,5.8,USA,WY,WYOMING:  AFTON,,e
5377,1994,2,5,2/5/1994,23,34,9.9,14,6.2,UGANDA,,"UGANDA:  FORT PORTAL, KASESE; ZAMBIA",,e
5379,1994,2,15,2/15/1994,17,7,43.8,23,6.9,INDONESIA,,"INDONESIA:  SOUTHERN SUMATERA, LIWA, LAMPUNG",,e
5380,1994,2,23,2/23/1994,8,2,4.7,6,6.1,IRAN,,IRAN:  SISTAN,,e
5381,1994,3,1,3/1/1994,3,49,0.8,13,6.1,IRAN,,IRAN:  SOUTHERN:  FIRUZABAD,,e
5382,1994,3,2,3/2/1994,3,38,3.8,59,5.4,HAITI,,HAITI: SAINT-LOUIS DU NORD,,e
5383,1994,3,9,3/9/1994,23,28,6.7,563,7.6,FIJI,,FIJI ISLANDS,,e
6604,1994,4,8,4/8/1994,1,10,40.8,13,6.4,JAPAN,,JAPAN:  OFF EAST COAST OF HONSHU ISLAND,,e
5384,1994,5,1,5/1/1994,12,0,35.7,19,6.1,AFGHANISTAN,,"AFGHANISTAN:  HINDU KUSH:  TASHIAK, TERMIZ",,e
9819,1994,5,24,5/24/1994,4,0,42.1,16,6.5,TAIWAN,,TAIWAN,,e
5385,1994,6,2,6/2/1994,18,17,34,18,7.8,INDONESIA,,INDONESIA:  JAVA,,e
6832,1994,6,3,6/3/1994,21,6,59.8,26,6.6,INDONESIA,,INDONESIA:  JAVA,,e
10108,1994,6,4,6/4/1994,0,57,50.6,11,6.5,INDONESIA,,INDONESIA:  JAVA,,e
5386,1994,6,5,6/5/1994,1,9,30.1,11,6.4,TAIWAN,,"TAIWAN:  CHI-LUNG, I-LAN, TAIPEI, NAN-AO",,e
6833,1994,6,5,6/5/1994,1,45,2.7,17,6.1,INDONESIA,,INDONESIA:  JAVA,,e
5387,1994,6,6,6/6/1994,20,47,40.5,12,6.8,COLOMBIA,,"COLOMBIA:  CAUCA, HUILA",,e
5388,1994,6,9,6/9/1994,0,33,16.2,631,8.2,BOLIVIA,,"BOLIVIA-PERU: AREQUIPA, FELT IN N AND S AMERICA",,e
5389,1994,6,18,6/18/1994,3,25,15.8,14,6.8,NEW ZEALAND,,NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH,,e
5390,1994,6,20,6/20/1994,9,9,2.9,9,5.9,IRAN,,"IRAN:  FIRUZABAD, SHIRAZ",,e
5391,1994,8,18,8/18/1994,1,13,5.7,9,5.9,ALGERIA,,ALGERIA:  MASCARA,,e
6488,1994,9,1,9/1/1994,15,15,53,10,7,USA,CA,CALIFORNIA:  NORTH:  HONEYDEW,,e
5392,1994,10,4,10/4/1994,13,22,55.8,14,8.3,RUSSIA,,RUSSIA:  KURIL ISLANDS; JAPAN:  HOKKAIDO,,e
5393,1994,10,8,10/8/1994,21,44,7.2,17,6.8,INDONESIA,,INDONESIA:  HALMAHERA,,e
6605,1994,10,9,10/9/1994,7,55,39.5,33,7.3,RUSSIA,,RUSSIA:  KURIL ISLANDS,,e
5394,1994,11,14,11/14/1994,19,15,30.6,32,7.1,PHILIPPINES,,PHILIPPINES:  MINDORO,,e
5395,1994,12,26,12/26/1994,14,10,29.1,23,5.5,USA,CA,"CALIFORNIA:  EUREKA, SAMOA, ARCATA, BLUE LAKE",,e
5397,1994,12,28,12/28/1994,12,19,23,27,7.8,JAPAN,,JAPAN:  HONSHU,,e
5398,1994,12,31,12/31/1994,2,57,20.8,33,5.3,CHINA,,"CHINA:  GUANGXI PROVINCE, GUANDONG PROVINCE",,e
5399,1995,1,16,1/16/1995,20,46,52.1,22,6.9,JAPAN,,"JAPAN:  SW HONSHU:  KOBE, AWAJI-SHIMA, NISHINOMIYA",,e
5402,1995,1,19,1/19/1995,15,5,3.4,17,6.5,COLOMBIA,,"COLOMBIA:  BOGOTA, MANIZALES, MIRAFLORES",,e
5403,1995,2,5,2/5/1995,22,51,5.1,21,7.1,NEW ZEALAND,,NEW ZEALAND:  NORTH ISLAND; S ISLAND:  CHRISTCHURCH,,e
5404,1995,2,8,2/8/1995,18,40,25.3,74,6.4,COLOMBIA,,"COLOMBIA:  CALI, PEREIRA, ARMENIA, CALARCA",,e
5405,1995,2,23,2/23/1995,21,3,1.3,10,5.9,CYPRUS,,"CYPRUS:  PAPHOS, NICOSIA, ARODHES, PERISTERONA",,e
6491,1995,3,19,3/19/1995,23,53,14.9,33,6.9,INDONESIA,,INDONESIA:  IRIAN JAYA REGION,,e
5406,1995,4,1,4/1/1995,3,49,33.5,11,5.4,JAPAN,,"JAPAN:  NIIGATA PREFECTURE, SADO",,e
5407,1995,4,7,4/7/1995,22,6,56.8,21,7.4,SAMOA,,SAMOA:  APIA; AMERICAN SAMOA:  PAGO PAGO; NIUE,,e
6492,1995,4,21,4/21/1995,0,34,46,21,7.2,PHILIPPINES,,PHILIPPINES:  SAMAR,,e
6493,1995,4,21,4/21/1995,5,17,1.3,23,6.8,PHILIPPINES,,PHILIPPINES:  SAMAR,,e
5408,1995,5,13,5/13/1995,8,47,12.7,14,6.6,GREECE,,"GREECE:  GREVENA-KOZANI, THESSALONIKI, YUGOSLAVIA",,e
5410,1995,5,14,5/14/1995,11,33,21.1,13,6.9,INDONESIA,,"INDONESIA:  TIMOR, DILI, MALIANA, MAUBARA",,e
5411,1995,5,16,5/16/1995,20,12,44.2,20,7.7,NEW CALEDONIA,,NEW CALEDONIA:  NOUMEA; VANUATU:  PORT-VILA,,e
5412,1995,5,27,5/27/1995,13,3,52.6,11,7.1,RUSSIA,,"RUSSIA:  SAKHALIN IS:  NEFTEGORSK, OKHA, MOSKALVO",,e
5413,1995,6,15,6/15/1995,0,15,48.7,14,6.5,GREECE,,"GREECE:  AIYION, ERATINI",,e
5414,1995,7,11,7/11/1995,21,46,39.7,13,6.8,CHINA,,"CHINA: YUNNAN PROVINCE: LANCANG, MENGLIAN; THAILAND",,e
5415,1995,7,21,7/21/1995,22,44,4.5,13,5.6,CHINA,,"CHINA:  GANSU, YONGDENG, BAIYIN, DINGXI, JINGTAI",,e
5416,1995,7,30,7/30/1995,5,11,23.6,46,8,CHILE,,"CHILE:  ANTOFAGASTA, CALAMA, MEJILLONES",,e
5417,1995,8,16,8/16/1995,10,27,28.6,30,7.7,PAPUA NEW GUINEA,,"PAPUA NEW GUINEA:  RABAUL, KOKOPO, NEW BRITAIN",,e
5418,1995,9,14,9/14/1995,14,4,31.4,23,7.4,MEXICO,,"MEXICO:  GUERRERO, OAXACA, PUEBLA, MEXICO CITY",,e
5419,1995,10,1,10/1/1995,15,57,16.2,33,6.4,TURKEY,,"TURKEY:   DINAR, EVCILER",,e
5420,1995,10,3,10/3/1995,1,51,23.9,24,7,ECUADOR,,ECUADOR:  QUITO,,e
5421,1995,10,6,10/6/1995,5,23,18.5,9,6,USA,AK,ALASKA:  FAIRBANKS NORTH STAR COUNTY,,e
5422,1995,10,6,10/6/1995,18,9,45.9,33,6.8,INDONESIA,,"INDONESIA:  SUMATERA, JAMBI PROVINCE",,e
5423,1995,10,9,10/9/1995,15,35,53.9,33,8,MEXICO,,"MEXICO:  JALISCO, MANZANILLO, SAN PATRICIO MELAQUE",,e
6495,1995,10,18,10/18/1995,10,37,26.3,28,7.1,JAPAN,,JAPAN:  RYUKU IS.,,e
6496,1995,10,19,10/19/1995,2,41,36.1,20,6.8,JAPAN,,JAPAN:  RYUKU IS.,,e
5424,1995,10,23,10/23/1995,22,46,50.8,10,6.2,CHINA,,CHINA:  YUNNAN PROVINCE:  WUDING,,e
6606,1995,11,1,11/1/1995,0,35,32.7,20,6.7,CHILE,,CHILE:  NEAR CENTRAL COAST,,e
5426,1995,11,22,11/22/1995,4,15,11.9,10,7.2,EGYPT,,EGYPT:  NUWAYBI; SAUDI ARABIA; ISRAEL; JORDAN,,e
5427,1995,12,3,12/3/1995,18,1,8.9,33,7.9,RUSSIA,,"RUSSIA:  KURIL ISLANDS:  ITURUP, MATUA, KUNASHIR",,e
5428,1996,1,1,1/1/1996,8,5,10.8,24,7.9,INDONESIA,,"INDONESIA:  SULAWESI: MINAHASSA PENINSULA, TOLITOLI",,e
5430,1996,2,3,2/3/1996,11,14,20.1,11,6.6,CHINA,,CHINA:  YUNNAN PROVINCE:  LIJIANG,,e
5433,1996,2,17,2/17/1996,5,59,30.5,33,8.2,INDONESIA,,"INDONESIA:  NEW GUINEA:  IRIAN JAYA:  BIAK, SUPIORI",,e
5435,1996,2,21,2/21/1996,12,51,1.3,10,7.5,PERU,,"PERU:  NORTHERN:  CHIMBOTE, CALLAO",,e
6497,1996,2,25,2/25/1996,3,8,15.8,21,7.1,MEXICO,,MEXICO:  OFF COAST OF GUERRERO,,e
5436,1996,3,19,3/19/1996,15,0,26,28,6.3,CHINA,,"CHINA:  S. XINJIANG:   ARTUX, JIASHI, BACHU, KASHI",,e
5437,1996,3,28,3/28/1996,23,3,49.8,33,5.9,ECUADOR,,"ECUADOR:  COTOPAXI, PASTAZA, TUNGURAHUA, AMBATO",,e
5438,1996,4,29,4/29/1996,14,40,41,44,7.2,SOLOMON ISLANDS,,SOLOMON ISLANDS:  BOUGAINVILLE ISLAND,,e
5439,1996,5,3,5/3/1996,3,32,47.1,26,6,CHINA,,"CHINA:  NEI MONGOL:  BAOTOU, BEIJING, HOHHOT",,e
5440,1996,6,10,6/10/1996,4,3,35.4,33,7.9,USA,AK,ALASKA:  ANDREANOF ISLANDS,,e
6498,1996,6,10,6/10/1996,15,24,56,24,7.3,USA,AK,ALASKA:  ANDREANOF ISLANDS,,e
6499,1996,9,4,9/4/1996,18,16,1.9,33,5.7,JAPAN,,"HONSHU ISLAND, JAPAN",,e
6500,1996,9,5,9/5/1996,8,14,14.4,10,6.9,CHILE,,CHILE:  EASTER ISLAND REGION,,e
5441,1996,9,5,9/5/1996,20,44,9.2,10,6,CROATIA,,"BALKANS NW:  CROATIA:  STON, SLANO",,e
10233,1996,9,5,9/5/1996,23,42,6,20,6.8,TAIWAN,,TAIWAN REGION,,e
6332,1996,10,18,10/18/1996,10,50,20.8,10,6.6,JAPAN,,JAPAN:  KYUSHU ISLAND,,e
6607,1996,10,19,10/19/1996,14,44,40.7,22,6.7,JAPAN,,JAPAN:  KYUSHU ISLAND,,e
5442,1996,11,12,11/12/1996,16,59,44,33,7.7,PERU,,"PERU:  CHINCHA ALTA, ACARI, NAZCA, MARCONA",,e
6501,1996,12,2,12/2/1996,22,17,59.2,49,6.7,JAPAN,,JAPAN:  KYUSHU,,e
5443,1997,1,9,1/9/1997,13,43,31.5,22,5.8,KYRGYZSTAN,,"KYRGYZSTAN:  DZHERGETAL, KOSHTEBE, KAZARMAN",,e
5444,1997,1,11,1/11/1997,20,28,26,33,7.2,MEXICO,,"MEXICO:  MICHOACAN, ARTEAGA",,e
5445,1997,1,12,1/12/1997,12,10,51.3,10,4.7,ALBANIA,,"ALBANIA:  BERAT, URA VAJGURORE, GRAMSH, CERRIK",,e
5446,1997,1,21,1/21/1997,1,48,30.1,33,5.9,CHINA,,CHINA:  SOUTHERN XINJIANG:  JIASHI COUNTY,,e
5447,1997,2,4,2/4/1997,10,37,47.1,10,6.5,IRAN,,"IRAN:  BOJNURD, SHIRVAN, ESFARAYEN",,e
5449,1997,2,27,2/27/1997,21,8,2.3,33,7.1,PAKISTAN,,"PAKISTAN:  HARNAI-SIBI, QUETTA",,e
5450,1997,2,28,2/28/1997,12,57,18.6,10,6.1,IRAN,,IRAN:  ARDABIL,,e
5452,1997,3,1,3/1/1997,6,4,14.1,22,5.6,CHINA,,"CHINA:  S. XINJIANG, JIASHI COUNTY, KASHI",,e
5453,1997,3,19,3/19/1997,19,57,11.9,50,4.9,PAKISTAN,,"PAKISTAN:  BAJAUR, CHITRAL",,e
5454,1997,3,26,3/26/1997,8,31,47.1,10,6.1,JAPAN,,"JAPAN:  KYUSHU, KAGOSHIMA",,e
5455,1997,4,5,4/5/1997,23,46,19.5,33,5.9,CHINA,,"CHINA:  S. XINJIANG, JIASHI COUNTY",,e
5456,1997,4,6,4/6/1997,4,36,35.2,33,6,CHINA,,CHINA:  S. XINJIANG,,e
5457,1997,4,11,4/11/1997,5,34,42.7,15,6.2,CHINA,,"CHINA:  S. XINJIANG, BACHU, SHULE, YINGJISHA",,e
5458,1997,4,21,4/21/1997,12,2,26.4,33,7.7,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS; VANUATU,,e
5459,1997,4,22,4/22/1997,9,31,23.2,5,6.7,TRINIDAD AND TOBAGO,,TOBAGO,,e
7201,1997,4,23,4/23/1997,19,44,28.4,101,6.5,USA TERRITORY,GU,GUAM,,e
5461,1997,5,10,5/10/1997,7,57,29.7,10,7.2,IRAN,,"IRAN:  BIRJAND, GHAEN",,e
5463,1997,5,13,5/13/1997,14,13,45.7,196,6.4,AFGHANISTAN,,"AFGHANISTAN:  HINDU-KUSH, MALAKAND-PESHAWAR",,e
5465,1997,5,21,5/21/1997,22,51,28.7,36,5.8,INDIA,,INDIA:  SOUTHERN:  JABALPUR,,e
5466,1997,6,25,6/25/1997,19,38,40.6,10,5.9,IRAN,,"IRAN:  BIRJAND, QAYEN",,e
5467,1997,7,9,7/9/1997,19,24,13.1,20,7,VENEZUELA,,VENEZUELA:  CARIACO-CUMANA,,e
5469,1997,7,21,7/21/1997,8,45,49.1,5,5,SOUTH AFRICA,,SOUTH AFRICA:  AVGOLD'S HARTEBEESTFONTEIN MINE,,e
5471,1997,8,20,8/20/1997,7,15,15.9,33,6,INDONESIA,,"INDONESIA:  N. SUMATERA, ACEH, BANDA ACEH, MEDAN",,e
5472,1997,9,26,9/26/1997,0,33,12.2,10,5.7,ITALY,,"ITALY:  CENTRAL:  MARCHE, UMBRIA",,e
5473,1997,9,26,9/26/1997,9,40,26.3,10,6,ITALY,,"ITALY:  CENTRAL:  MARCHE, UMBRIA",,e
5474,1997,9,28,9/28/1997,1,38,28.6,33,5.9,INDONESIA,,"INDONESIA:  SULAWESI, PAREPARE",,e
7447,1997,9,30,9/30/1997,6,27,24.7,10,6.2,JAPAN,,JAPAN:  HONSHU:  S,,e
6820,1997,10,14,10/14/1997,9,53,18.1,167,7.7,TONGA,,TONGA ISLANDS,,e
5475,1997,10,15,10/15/1997,1,3,33.4,58,7.1,CHILE,,"CHILE:  PUEBLO NUEVO, COQUIMBO, LA CHIMBA",,e
5476,1997,11,8,11/8/1997,10,2,52.6,33,7.5,CHINA,,CHINA:  TIBET (XIZANG PROVINCE),,e
5477,1997,11,18,11/18/1997,13,7,41.7,33,6.6,GREECE,,"GREECE:  IONIAN SEA, AMALIAS, GARGALIANOI, KALAMAI",,e
5478,1997,11,21,11/21/1997,11,23,6.3,54,6.1,INDIA,,"INDIA-BANGLADESH:  CHITTAGONG, BANGLADESH",,e
5479,1997,11,25,11/25/1997,12,14,33.6,24,7,INDONESIA,,"INDONESIA:  SULAWESI:  MINAHASSA PENINSULA,GORONTALO",,e
5480,1997,12,5,12/5/1997,11,26,54.6,33,7.8,RUSSIA,,"RUSSIA:  KAMCHATKA:  UST-KAMCHATSK, PETROPAVLOVSK",,e
5481,1998,1,10,1/10/1998,3,50,41.5,30,5.7,CHINA,,"CHINA:  NORTHEASTERN: SHANGYI-ZHANGBEI, HEBEI",,e
5483,1998,1,10,1/10/1998,8,20,5.7,33,6.6,GUATEMALA,,"GUATEMALA:  QUEZALTENANGO, SAN MARCOS, SOLOLA",,e
5484,1998,2,3,2/3/1998,3,2,0.2,33,6.3,MEXICO,,"MEXICO:  OAXACA, SAN AGUSTIN, SAN FRANCISCO",,e
5485,1998,2,4,2/4/1998,14,33,21.2,33,5.9,AFGHANISTAN,,AFGHANISTAN:  ROSTAQ; TAJIKISTAN:  DUSHANBE,,e
5486,1998,2,20,2/20/1998,12,18,6.2,236,6.4,AFGHANISTAN,,"AFGHANISTAN-TAJIKISTAN:  YAR HUSAIN, ASTOR",,e
5487,1998,3,14,3/14/1998,19,40,27,9,6.6,IRAN,,"IRAN:  GOLBAF, BAFT, KERMAN",,e
5488,1998,3,19,3/19/1998,13,51,33.7,33,5.6,CHINA,,"CHINA:  SOUTHERN XINJIANG: ARTUX, KASHGAR",,e
5489,1998,3,25,3/25/1998,3,12,25,10,8.1,ANTARCTICA,,BALLENY ISLANDS,,e
5490,1998,4,3,4/3/1998,7,26,36.6,10,5.2,ITALY,,"ITALY:  CENTRAL:  GUALDO, TADINO-NOCERA UMBRA",,e
5491,1998,4,10,4/10/1998,15,0,53.1,33,5.8,IRAN,,"IRAN:  BIRJAND, GONABAD",,e
5492,1998,4,12,4/12/1998,10,55,32.5,10,5.7,AUSTRIA,,"AUSTRIA:  ARNOLDSTEIN; SLOVENIA:  BOVEC, KOBARID",,e
6502,1998,5,3,5/3/1998,23,30,21.9,33,7.5,TAIWAN,,TAIWAN,,e
5493,1998,5,22,5/22/1998,4,48,50.4,24,6.6,BOLIVIA,,"BOLIVIA:  CENTRAL:  AIQUILE, TOTORA",,e
5494,1998,5,28,5/28/1998,21,11,44.1,33,5.6,CHINA,,CHINA:  SOUTHERN XINJIANG,,e
5495,1998,5,30,5/30/1998,6,22,28.9,33,6.6,AFGHANISTAN,,"AFGHANISTAN:  BADAKHSHAN, TAKHAR",,e
5497,1998,6,27,6/27/1998,13,55,52,33,6.3,TURKEY,,"TURKEY:  ADANA, CEYHAN",,e
5498,1998,7,9,7/9/1998,5,19,7.3,10,6.2,AZORES (PORTUGAL),,"AZORES:  FAIAL, PICO, TERCEIRA",,e
5499,1998,7,9,7/9/1998,14,19,18.4,26,6,ARMENIA,,"ARMENIA-AZERBAIJAN-IRAN:  ASTARA, BILASUVAR, IMISLI",,e
5500,1998,7,17,7/17/1998,4,51,14.7,13,5.7,TAIWAN,,"TAIWAN:  CHIA-I, TAINAN, HUALIEN, KAO-HSIUNG",,e
5501,1998,7,17,7/17/1998,8,49,16.1,25,7,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  SISSANO,,e
5502,1998,8,4,8/4/1998,18,59,20.1,33,7.2,ECUADOR,,"ECUADOR:  BAHIA DE CARAQUEZ, CANOA",,e
5503,1998,8,27,8/27/1998,9,3,36.6,33,6.4,CHINA,,CHINA:  SOUTHERN XINJIANG:  JIASHI,,e
5504,1998,9,28,9/28/1998,13,34,30.4,152,6.6,INDONESIA,,"INDONESIA:  JAWA, MALANG, BLITAR, BANTUR",,e
5505,1998,9,29,9/29/1998,22,14,49.5,10,5.5,SERBIA,,"BALKANS NW:  SERBIA:  BELGRADE, LJIG, VALJEVO",,e
5506,1998,9,30,9/30/1998,23,42,54.2,10,5.3,ALBANIA,,"ALBANIA:  KUKES, PESHKOPI",,e
5507,1998,10,5,10/5/1998,2,20,33.9,39,5.4,IRAN,,"IRAN:  WESTERN:  DARREH SHAHR, POL-E-DOKHTAR",,e
5508,1998,11,13,11/13/1998,13,1,10.5,33,5.4,IRAN,,IRAN:  SOUTHERN:  BIGHERD-KHONJ,,e
5509,1998,11,19,11/19/1998,11,38,14.8,33,5.6,CHINA,,"CHINA:  SICHUAN PROVINCE: HUAPING, LIJIANG, NINGLAG",,e
5510,1998,11,29,11/29/1998,14,10,31.9,33,7.7,INDONESIA,,"INDONESIA:  MANGOLE, MANADO, TALIABU",,e
5511,1998,12,1,12/1/1998,7,37,56.1,10,4.5,CHINA,,CHINA:  YUNNAN PROVINCE  SOUTHEASTERN,,e
5512,1999,1,25,1/25/1999,18,19,16.8,17,6.2,COLOMBIA,,"COLOMBIA:  ARMENIA, CALARCA, PEREIRA, CALDAS, HUILA",,e
5514,1999,2,1,2/1/1999,23,57,52.9,33,3.2,RUSSIA,,"RUSSIA:  MAKHACHKALA, DAGESTAN",,e
5515,1999,2,2,2/2/1999,13,45,16.8,10,4.8,SPAIN,,"SPAIN:  MULA, PUEBLA DE MULA",,e
5516,1999,2,11,2/11/1999,14,8,51.6,33,6,AFGHANISTAN,,"AFGHANISTAN:  LOWGAR, VARDAK, KABUL",,e
5517,1999,3,4,3/4/1999,5,38,26.5,33,6.6,IRAN,,IRAN:  SOUTHERN:  KERMAN,,e
5518,1999,3,11,3/11/1999,13,18,9.3,33,5.1,CHINA,,CHINA:  NE: ZHANGBEI COUNTY,,e
5519,1999,3,28,3/28/1999,19,5,11,15,6.6,INDIA,,"INDIA:  CHAMOLI, RUDRAPRAYAG, TEHRI GARHWAL",,e
5520,1999,4,3,4/3/1999,6,17,18.3,87,6.8,PERU,,"PERU:  CAMANA, AREQUIPA",,e
5521,1999,5,6,5/6/1999,23,0,53.1,33,6.2,IRAN,,IRAN:  SOUTHERN:  FARS PROVINCE,,e
5522,1999,6,4,6/4/1999,9,12,50,33,5.4,AZERBAIJAN,,"AZERBAIJAN:  AGDAS, UCAR, AGALI",,e
5523,1999,6,15,6/15/1999,20,42,5.9,70,7,MEXICO,,"MEXICO:  PUEBLA, VERACRUZ, OAXACA, MORELOS, GUERRERO",,e
5524,1999,6,21,6/21/1999,17,43,4.5,69,6.3,MEXICO,,MEXICO:  GUERRERO:  COAHUAYUTLA; MICHOACAN: CUITZEO,,e
5525,1999,7,11,7/11/1999,14,14,16.5,10,6.7,GUATEMALA,,GUATEMALA:  IZABAL-PUERTO BARRIOS; HONDURAS:  W,,e
5526,1999,7,22,7/22/1999,10,42,11.7,10,4.2,BANGLADESH,,"BANGLADESH:  MAHESHKHALI ISLAND, COX'S BAZAAR",,e
5527,1999,8,17,8/17/1999,0,1,39.1,13,7.6,TURKEY,,"TURKEY:  ISTANBUL, KOCAELI, SAKARYA",,e
5530,1999,8,31,8/31/1999,8,10,49.5,10,5.2,TURKEY,,TURKEY:  IZMIT,,e
5531,1999,9,7,9/7/1999,11,56,49.3,10,6,GREECE,,GREECE:  ATHENS,,e
5533,1999,9,13,9/13/1999,11,55,28.1,13,5.8,TURKEY,,TURKEY:  ADAPAZARI-GOLUCK-KOCAELI,,e
5535,1999,9,20,9/20/1999,17,47,18.4,33,7.7,TAIWAN,,"TAIWAN:  NANTOU, TAICHUNG, TAIZHONG",,e
5536,1999,9,25,9/25/1999,23,52,48.6,17,6.5,TAIWAN,,TAIWAN:  CENTRAL,,e
5537,1999,9,30,9/30/1999,16,31,15.6,61,7.5,MEXICO,,MEXICO:  OAXACA,,e
5538,1999,10,16,10/16/1999,9,46,44.1,,7.2,USA,CA,"CALIFORNIA:  LUDLOW, LANDERS, TWENTYNINE PALMS",,e
5539,1999,10,22,10/22/1999,2,18,58.5,33,5.9,TAIWAN,,TAIWAN:  CHIA-I,,e
5540,1999,10,31,10/31/1999,13,27,42.4,62,4.4,PERU,,"PERU:  CHUSCHI, CANGALLo, HUANCAPI",,e
5541,1999,11,1,11/1/1999,13,25,16.5,10,5.3,CHINA,,CHINA:  SHANXI:  NORTHEASTERN,,e
5542,1999,11,11,11/11/1999,14,41,25.6,22,5.7,TURKEY,,"TURKEY:  ADAPAZARI, KOCEALI, GOLCUK",,e
5543,1999,11,12,11/12/1999,16,57,19.5,10,7.2,TURKEY,,"TURKEY:  BOLU-DUZCE-KAYNASLI, ADAPAZARI, ZONGULDAK",,e
5544,1999,11,24,11/24/1999,16,40,21.2,33,4.6,CHINA,,CHINA:  YUNNAN PROVINCE:  CHENGJIANG,,e
5739,1999,11,26,11/26/1999,4,27,24.7,33,5.3,IRAN,,IRAN:  GORGAN,,e
