I_D,YEAR,MONTH,DAY,date,HOUR,MINUTE,SECOND,FOCAL_DEPTH,intensity,COUNTRY,STATE,LOCATION_NAME,,type
4055,1954,9,9,9/9/1954,1,4,37,,6.7,ALGERIA,,ALGERIA:  ORLEANSVILLE,,e
4056,1954,9,9,9/9/1954,2,49,48,,6.7,ALGERIA,,ALGERIA:  EL ASNAM,,e
4057,1954,9,9,9/9/1954,2,52,24,,,ALGERIA,,ALGERIA:  EL ASNAM,,e
4058,1954,9,9,9/9/1954,9,28,42,,6,ALGERIA,,ALGERIA:  EL ASNAM,,e
8040,1954,10,24,10/24/1954,11,41,6,,5,CHINA,,CHINA:  SICHUAN PROVINCE,,e
4059,1954,11,2,11/2/1954,8,24,54,,6.8,INDONESIA,,"INDONESIA:  SUMABAWA:  BIMA,RABA",,e
6368,1954,11,18,11/18/1954,20,44,55,30,6.5,JAPAN,,JAPAN:  HONSHU:  MIYAGI PREFECTURE,,e
4060,1954,12,16,12/16/1954,11,7,    ,,7,USA,NV,NEVADA:  DIXIE VALLEY,,e
6369,1955,1,18,1/18/1955,,,,,,VENEZUELA,,VENEZUELA:  OFF THE COAST NEAR LA VELA,,e
4061,1955,1,25,1/25/1955,12,23,    ,,,USA,CA,CALIFORNIA:  TERMINAL ISLAND,,e
8042,1955,2,18,2/18/1955,22,48,33,,,PAKISTAN,,PAKISTAN:  QUETTA,,e
4062,1955,2,27,2/27/1955,20,43,    ,60,7.8,KERMADEC ISLANDS (NEW ZEALAND),,KERMADEC ISLANDS,,e
4066,1955,3,31,3/31/1955,18,18,    ,96,7.6,PHILIPPINES,,"PHILIPPINES:  MINDANAO:  LANAO,OZAMIZ,COTABATO",,e
4068,1955,4,4,4/4/1955,19,24,    ,,6.2,NICARAGUA,,NICARAGUA:  MANAGUA,,e
4069,1955,4,13,4/13/1955,20,45,    ,,,GREECE,,GREECE:  S,,e
4070,1955,4,14,4/14/1955,1,29,2,,7.5,CHINA,,CHINA:  SICHUAN PROVINCE,,e
8041,1955,4,15,4/15/1955,3,40,58,,7,CHINA,,CHINA:  XINJIANG PROVINCE,,e
4071,1955,4,19,4/19/1955,16,47,19,33,6.2,GREECE,,GREECE:  DRAKIA-AGRIA (MAGNESIA),,e
4073,1955,4,19,4/19/1955,20,24,5,30,7.1,CHILE,,CHILE,,e
4075,1955,4,21,4/21/1955,7,18,    ,,6,GREECE,,GREECE:  AEGEAN SEA,,e
8054,1955,4,24,4/24/1955,12,59,12,,6.5,CHINA,,CHINA:  XINJIANG PROVINCE,,e
6370,1955,5,17,5/17/1955,14,49,49,,7.3,INDIA,,INDIA:  LITTLE NICOBAR ISLAND,,e
8043,1955,6,7,6/7/1955,0,48,54,,6,CHINA,,CHINA:  YUNNAN PROVINCE,,e
4076,1955,7,16,7/16/1955,7,7,    ,,6.8,TURKEY,,"TURKEY:  SOKE, AYDIN",,e
4079,1955,7,20,7/20/1955,21,,    ,,6,COLOMBIA,,COLOMBIA-ECUADOR,,e
4080,1955,9,1,9/1/1955,17,33,    ,,5.8,COSTA RICA,,COSTA RICA,,e
6371,1955,9,8,9/8/1955,3,27,14,33,6.5,SOLOMON ISLANDS,,SOLOMON ISLANDS:  FAURO ISLAND,,e
4083,1955,9,12,9/12/1955,6,9,20,,6.3,EGYPT,,EGYPT:  NILE DELTA,,e
8029,1955,9,23,9/23/1955,15,6,23,10,6.8,CHINA,,CHINA:  YUNNAN PROVINCE,,e
8044,1955,10,1,10/1/1955,6,29,55,,5.8,CHINA,,CHINA:  SICHUAN PROVINCE,,e
4084,1955,10,9,10/9/1955,21,3,    ,,,PERU,,"PERU:  MUNGUI,LA UNION PROV,AREQUIPA,TORO,COTAHUASI",,e
6372,1955,10,10,10/10/1955,8,57,52.7,35,7.3,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  BISMARCK SEA,,e
4086,1956,1,8,1/8/1956,7,11,26,,6.5,MEXICO,,MEXICO:  GUERRERO,,e
9782,1956,1,8,1/8/1956,20,54,13,,7.1,CHILE,,CHILE,,e
4087,1956,1,10,1/10/1956,,,    ,,7.7,TONGA,,TONGA ISLANDS,,e
4088,1956,1,12,1/12/1956,5,46,    ,,5.8,HUNGARY,,HUNGARY,,e
4089,1956,1,16,1/16/1956,23,37,    ,,7.3,ECUADOR,,ECUADOR,,e
4090,1956,1,24,1/24/1956,,,    ,,7.3,NICARAGUA,,NICARAGUA:  PUERTO SAMOZA,,e
4091,1956,1,31,1/31/1956,2,25,    ,7,4.5,SLOVENIA,,"BALKANS NW:  SLOVENIA:  ILIRSKA BISTRICA,KOSEZE",,e
4092,1956,2,20,2/20/1956,20,31,    ,,5.8,TURKEY,,TURKEY:  ESKISEHIR,,e
10063,1956,3,2,3/2/1956,22,43,,,5.3,NEW ZEALAND,,NEW ZEALAND:  NORTH ISLAND,,e
6373,1956,3,5,3/5/1956,23,29,    ,20,,JAPAN,,"NE. HOKKAIDO ISLAND, JAPAN",,e
4094,1956,3,16,3/16/1956,19,32,    ,,5.8,LEBANON,,LEBANON:  LITANI,,e
4095,1956,4,19,4/19/1956,18,38,    ,,,SPAIN,,SPAIN,,e
4096,1956,5,23,5/23/1956,20,48,    ,430,7.5,FIJI,,FIJI ISLANDS,,e
4099,1956,6,9,6/9/1956,,,    ,60,7.6,AFGHANISTAN,,AFGHANISTAN:  KABUL,,e
4100,1956,7,9,7/9/1956,3,11,39,20,7.8,GREECE,,GREECE:  DODECANESE,,e
7771,1956,7,9,7/9/1956,3,24,,,6.8,GREECE,,GREECE:  AEGEAN SEA,,e
4101,1956,7,16,7/16/1956,15,7,    ,39,7,MYANMAR (BURMA),,MYANMAR (BURMA),,e
4102,1956,7,18,7/18/1956,6,19,35,190,7.5,INDONESIA,,INDONESIA:  BANDA SEA,,e
4103,1956,7,21,7/21/1956,15,32,30.1,15,6,INDIA,,"INDIA:  ANJAR, BHUJ, GANDHIDHAM, KANDLA",,e
6374,1956,8,12,8/12/1956,16,59,37.6,50,6.5,JAPAN,,JAPAN:  IZU PENINSULA,,e
8045,1956,8,19,8/19/1956,0,44,33,,5,CHINA,,CHINA:  SHANXI PROVINCE,,e
4105,1956,10,11,10/11/1956,2,24,    ,110,7.6,RUSSIA,,RUSSIA:  KURIL ISLANDS,,e
4107,1956,10,31,10/31/1956,14,3,    ,,6.8,IRAN,,IRAN:  BASTAK,,e
4108,1956,11,2,11/2/1956,16,4,    ,,5.7,GREECE,,GREECE:  VOLOS-AGRIA (MAGNESIA),,e
6375,1956,12,18,12/18/1956,2,31,3,33,,CHILE,,CHILE:  ANTOFAGASTA,,e
8046,1956,12,31,12/31/1956,21,33,22,,5,CHINA,,CHINA:  HEBEI PROVINCE,,e
4111,1957,2,20,2/20/1957,4,41,1,,5.6,TUNISIA,,"TUNISIA:  SIDI ABID,SIDI TOUIL (LA MEDJA),CAILLOUX",,e
4112,1957,2,23,2/23/1957,20,26,14,69,7.2,TAIWAN,,"TAIWAN:  HUALIEN, TAIPEI",,e
4114,1957,3,8,3/8/1957,12,21,14,,7,GREECE,,GREECE:  STEPHANOVIKION-VELESTNON (MAGNESIA),,e
4116,1957,3,9,3/9/1957,14,22,31.9,33,8.6,USA,AK,ALASKA,,e
4118,1957,3,22,3/22/1957,14,21,    ,,7.5,USA,AK,ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,,e
4120,1957,4,14,4/14/1957,19,18,    ,60,7.5,SAMOA,,SAMOA ISLANDS,,e
4121,1957,4,16,4/16/1957,4,4,4,600,7.5,INDONESIA,,INDONESIA:  JAVA SEA,,e
4122,1957,4,23,4/23/1957,,,    ,,,IRAN,,IRAN:  KACHU MESQAL,,e
4123,1957,4,24,4/24/1957,19,10,12,40,6.9,TURKEY,,TURKEY,,e
4125,1957,4,25,4/25/1957,2,25,41,41,7.1,TURKEY,,"TURKEY:  FETHIYE (LYCIA, ASIA MINOR)",,e
4130,1957,5,26,5/26/1957,6,33,    ,,7.1,TURKEY,,TURKEY:  ABANT,,e
8047,1957,6,10,6/10/1957,20,2,2,,5,CHINA,,CHINA:  SHANXI PROVINCE,,e
4132,1957,6,22,6/22/1957,23,50,23,33,7.3,INDONESIA,,INDONESIA:  NEW GUINEA:  IRIAN JAYA,,e
4134,1957,6,27,6/27/1957,0,9,28,15,7.6,RUSSIA,,RUSSIA:  CHITA,,e
4137,1957,7,2,7/2/1957,0,42,    ,14,6.6,IRAN,,"IRAN:  HAZANDERAN, ABEGARM",,e
4139,1957,7,28,7/28/1957,8,40,1,25,7.9,MEXICO,,"MEXICO:  ACAPULCO,MEXICO CITY",,e
6546,1957,7,29,7/29/1957,17,15,14,33,7,CHILE,,CHILE:  ANTOFAGASTA,,e
4142,1957,9,5,9/5/1957,,,    ,,,IRAN,,IRAN:  JAHROM,,e
4143,1957,9,24,9/24/1957,8,21,    ,60,7.6,PHILIPPINES,,PHILIPPINES,,e
6377,1957,9,26,9/26/1957,,,,,,INDONESIA,,S. JAVA SEA,,e
4144,1957,9,28,9/28/1957,14,20,    ,549,7.5,FIJI,,FIJI ISLANDS,,e
6378,1957,10,26,10/26/1957,14,16,57,,6,INDONESIA,,INDONESIA:  KALIMANTAN ISLAND,,e
4147,1957,11,29,11/29/1957,22,19,    ,170,7.8,BOLIVIA,,BOLIVIA:  S,,e
6379,1957,11,,11/1/1957,,,    ,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,,e
4149,1957,12,4,12/4/1957,3,37,45,33,8.1,MONGOLIA,,MONGOLIA,,e
4150,1957,12,13,12/13/1957,1,45,    ,,7.1,IRAN,,IRAN:  FARSINAJ,,e
4154,1957,12,17,12/17/1957,13,50,    ,120,7.8,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,,e
4157,1958,1,15,1/15/1958,19,14,    ,60,7.3,PERU,,PERU: AREQUIPA,,e
4159,1958,1,16,1/16/1958,2,4,    ,,,IRAN,,IRAN,,e
4160,1958,1,19,1/19/1958,14,7,27,60,7.6,COLOMBIA,,COLOMBIA-ECUADOR,,e
4163,1958,2,1,2/1/1958,14,9,    ,,,COLOMBIA,,COLOMBIA,,e
8048,1958,2,7,2/7/1958,23,23,36,,6.2,CHINA,,CHINA:  SICHUAN PROVINCE,,e
4165,1958,3,11,3/11/1958,0,22,56,70,7.5,JAPAN,,JAPAN:  RYUKYU ISLANDS,,e
6324,1958,4,21,4/21/1958,22,37,36,200,6.7,INDONESIA,,INDONESIA:  SUMATRA:  BENGKULU,,e
4166,1958,5,14,5/14/1958,2,34,    ,,,AZORES (PORTUGAL),,AZORES,,e
4167,1958,7,10,7/10/1958,6,15,59.9,35,7.8,USA,AK,ALASKA:  LITUYA BAY,,e
4170,1958,7,26,7/26/1958,17,38,    ,620,7.5,PERU,,PERU:  S,,e
4172,1958,8,16,8/16/1958,19,13,    ,20,6.7,IRAN,,IRAN:  FIRUZABAD,,e
4174,1958,9,1,9/1/1958,14,30,    ,,,PERU,,PERU:  S,,e
4175,1958,9,4,9/4/1958,21,51,16.9,,6.8,CHILE,,CHILE-ARGENTINA,,e
6380,1958,9,17,9/17/1958,12,24,    ,,,RUSSIA,,RUSSIA:  N. KURIL ISLANDS,,e
4176,1958,9,21,9/21/1958,16,18,    ,,,IRAN,,IRAN,,e
8049,1958,9,25,9/25/1958,1,5,36,,5.8,CHINA,,CHINA:  GUANGXI PROVINCE,,e
4178,1958,10,20,10/20/1958,1,12,37,100,6.7,INDONESIA,,INDONESIA:  JAVA:  MALANG,,e
6381,1958,11,4,11/4/1958,22,54,46,,6.1,PACIFIC OCEAN,,EAST PACIFIC RIDGE,,e
4179,1958,11,6,11/6/1958,22,58,8.6,40,8.3,RUSSIA,,RUSSIA:  KURIL ISLANDS:  S,,e
6382,1958,11,12,11/12/1958,20,23,    ,29,,RUSSIA,,RUSSIA:  S. KURIL ISLANDS,,e
4181,1958,11,18,11/18/1958,10,45,    ,,,ITALY,,ITALY:  N,,e
4182,1958,11,29,11/29/1958,9,30,    ,,,ITALY,,ITALY:  N,,e
6383,1959,1,22,1/22/1959,5,10,    ,40,,JAPAN,,"SANRIKU, JAPAN",,e
4183,1959,1,26,1/26/1959,6,46,    ,,,ITALY,,ITALY:  N,,e
6384,1959,2,7,2/7/1959,9,36,51,19,7.4,PERU,,PERU-ECUADOR,,e
4184,1959,4,5,4/5/1959,,,,,5.5,FRANCE,,"FRANCE:  ST PAUL D'UBAYE,JAUSIERS,CEILLAC,VARS",,e
6385,1959,4,9,4/9/1959,12,24,20,40,5,RUSSIA,,RUSSIA:  S. KURIL ISLANDS,,e
4185,1959,4,11,4/11/1959,22,,    ,,,ITALY,,ITALY:  CENTRAL,,e
4186,1959,4,17,4/17/1959,,,    ,,,ITALY,,ITALY:  N,,e
4187,1959,4,25,4/25/1959,0,26,    ,,6.3,TURKEY,,"TURKEY:  KOYCEGIZ, MUGLA",,e
4188,1959,4,26,4/26/1959,20,40,38,150,7.5,TAIWAN,,TAIWAN:  TAIPEI,,e
4192,1959,5,4,5/4/1959,7,15,42,60,8.2,RUSSIA,,RUSSIA:  NEAR EAST COAST OF KAMCHATKA,,e
4194,1959,5,24,5/24/1959,19,17,    ,100,6.8,MEXICO,,MEXICO:  OAXACA;,,e
4195,1959,6,14,6/14/1959,0,12,6.5,112,7.5,BOLIVIA,,BOLIVIA-NORTHERN CHILE,,e
4196,1959,6,18,6/18/1959,15,31,    ,15,7,RUSSIA,,RUSSIA:  NEAR KAMCHATKA,,e
8050,1959,7,2,7/2/1959,18,33,54,,5,CHINA,,CHINA:  HENAN PROVINCE,,e
8051,1959,8,10,8/10/1959,23,7,29,,5.4,CHINA,,CHINA:  SHAANXI PROVINCE,,e
4197,1959,8,15,8/15/1959,8,57,3,60,7,TAIWAN,,TAIWAN,,e
4198,1959,8,17,8/17/1959,21,4,40,,7.3,SOLOMON ISLANDS,,SOLOMON ISLANDS,,e
4199,1959,8,18,8/18/1959,6,37,13.5,5,7.7,USA,MT,MONTANA:  HEBGEN LAKE,,e
4201,1959,8,26,8/26/1959,8,25,31,,6.9,MEXICO,,MEXICO:  GULF OF CAMPECHE,,e
4203,1959,9,1,9/1/1959,11,37,    ,11,6.1,ALBANIA,,ALBANIA,,e
4205,1959,9,14,9/14/1959,14,9,    ,60,7.7,KERMADEC ISLANDS (NEW ZEALAND),,KERMADEC ISLANDS,,e
4206,1959,10,25,10/25/1959,15,57,    ,,6.2,TURKEY,,TURKEY:  NINIA,,e
6590,1959,10,26,10/26/1959,7,35,    ,10,,JAPAN,,"SANRIKU, JAPAN",,e
6386,1959,10,27,10/27/1959,6,52,51.2,70,7.2,RUSSIA,,RUSSIA:  KAMCHATKA,,e
4208,1959,11,7,11/7/1959,,,    ,,5.5,ALGERIA,,ALGERIA:  BOU-MEDFA,,e
8030,1959,11,15,11/15/1959,10,25,16,,6.4,CHINA,,CHINA:  XINGJIANG,,e
4209,1959,12,24,12/24/1959,12,50,    ,,,PERU,,"PERU:  AYACUCHO,POMABAMBA,MOYOBAMBA,HUAHUAPUQUIO",,e
4211,1960,1,13,1/13/1960,15,40,34,160,7.8,PERU,,"PERU:  AREQUIPA,CHUQUIBAMBA,CARAVELI,COTAHUASI",,e
4213,1960,1,15,1/15/1960,9,30,    ,150,7,PERU,,"PERU:  LIMA,NAZCA,ICA,HUANCAVELIC,PALPA,HUAITARA",,e
8055,1960,2,2,2/2/1960,23,51,59,,5.3,CHINA,,CHINA:  GANSU PROVINCE,,e
4214,1960,2,21,2/21/1960,8,13,31,33,5.6,ALGERIA,,ALGERIA:  MELOUZA,,e
4216,1960,2,29,2/29/1960,23,40,14,33,5.9,MOROCCO,,MOROCCO:  AGADIR,,e
6387,1960,3,20,3/20/1960,17,7,30,20,7.5,JAPAN,,JAPAN:  SANRIKU,,e
6388,1960,3,23,3/23/1960,0,23,,20,6.7,JAPAN,,JAPAN:  SANRIKU,,e
8056,1960,4,13,4/13/1960,7,57,49,,5.8,CHINA,,CHINA:  JILIN PROVINCE,,e
4220,1960,4,24,4/24/1960,12,14,    ,,6,IRAN,,IRAN:  LAR,,e
4221,1960,4,29,4/29/1960,9,16,20,,,INDONESIA,,INDONESIA:  CENTRAL SULAWESI:  UNA-UNA ISLAND,,e
4223,1960,5,21,5/21/1960,10,2,50,35,8.2,CHILE,,CHILE:  CENTRAL,,e
4227,1960,5,22,5/22/1960,19,11,17,33,9.5,CHILE,,"CHILE:  PUERTO MONTT, VALDIVIA",,e
4228,1960,5,26,5/26/1960,5,10,    ,,6.5,GREECE,,GREECE-ALBANIA,,e
6389,1960,6,11,6/11/1960,15,14,9,33,6.6,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  W. SOLOMON SEA,,e
6591,1960,7,29,7/29/1960,17,31,45,50,6.7,JAPAN,,JAPAN:  SANRIKU,,e
4229,1960,7,30,7/30/1960,2,4,    ,21,,ECUADOR,,ECUADOR,,e
4230,1960,8,27,8/27/1960,15,58,    ,58,,INDIA,,INDIA:  N,,e
4232,1960,9,22,9/22/1960,9,5,32.5,28,6.6,CONGO,,CONGO:  LAKE TANGANYIKA,,e
4233,1960,10,7,10/7/1960,,,    ,,,PHILIPPINES,,PHILIPPINES:  PANAY,,e
6390,1960,11,1,11/1/1960,8,45,59,55,7.4,CHILE,,CHILE:  CONCEPCION,,e
8057,1960,11,9,11/9/1960,10,43,42,,6.8,CHINA,,CHINA:  SICHUAN PROVINCE,,e
4234,1960,11,20,11/20/1960,22,1,56.4,93,6.7,PERU,,PERU,,e
6391,1961,1,10,1/10/1961,14,22,25.5,59,6.6,RUSSIA,,RUSSIA:  KAMCHATKA,,e
6392,1961,1,16,1/16/1961,7,20,    ,40,,JAPAN,,JAPAN:  KASHIMA,,e
6393,1961,1,16,1/16/1961,11,19,    ,20,,JAPAN,,JAPAN:  KASHIMA,,e
6394,1961,1,16,1/16/1961,12,12,    ,20,,JAPAN,,JAPAN:  KASHIMA,,e
4237,1961,2,4,2/4/1961,8,51,    ,141,7.6,INDIA,,INDIA,,e
6395,1961,2,12,2/12/1961,21,53,    ,80,,RUSSIA,,RUSSIA:  S. KURIL ISLANDS,,e
4238,1961,2,26,2/26/1961,18,10,48.7,74,7.3,JAPAN,,JAPAN:  MIYAZAKI,,e
4239,1961,3,7,3/7/1961,10,10,    ,40,7.5,KERMADEC ISLANDS (NEW ZEALAND),,KERMADEC ISLANDS,,e
8058,1961,3,7,3/7/1961,19,0,48,,4.9,CHINA,,CHINA:  HUBEI PROVINCE,,e
4240,1961,3,16,3/16/1961,13,45,35.6,74,6.5,INDONESIA,,INDONESIA:  FLORES:  ENDEH,,e
4241,1961,3,24,3/24/1961,10,36,    ,,,ITALY,,ITALY:  SICILY,,e
4242,1961,4,4,4/4/1961,21,32,    ,16,,USA,CA,CALIFORNIA:  TERMINAL ISLAND,,e
8059,1961,4,13,4/13/1961,16,34,39,,6.8,CHINA,,CHINA: XINJIANG,,e
7780,1961,5,23,5/23/1961,2,45,,,6.5,TURKEY,,TURKEY,,e
4243,1961,6,1,6/1/1961,23,29,21.2,33,6.5,ETHIOPIA,,ETHIOPIA:  KARAKORE,,e
4246,1961,6,11,6/11/1961,5,10,    ,37,6.6,IRAN,,"IRAN:  DEHKUYEH,KHANEH,LAR,SHAGHEB,NOKHRIZ,BIGHU",,e
8060,1961,6,11,6/11/1961,17,15,33,33,5.8,CHINA,,CHINA:   YUNNAN PROVINCE,,e
6917,1961,6,16,6/16/1961,10,31,57.3,120,6.5,COLOMBIA,,COLOMBIA: NORTHEASTERN COLOMBIA,,e
4247,1961,6,27,6/27/1961,0,49,    ,,,IRAN,,IRAN,,e
8061,1961,6,27,6/27/1961,7,3,41,25,6,CHINA,,CHINA:   YUNNAN PROVINCE,,e
6397,1961,7,18,7/18/1961,14,4,    ,60,,JAPAN,,JAPAN:  RYUKYU ISLANDS,,e
6398,1961,7,23,7/23/1961,21,51,10.5,35,7.3,VANUATU,,VANUATU ISLANDS,,e
6399,1961,8,1,8/1/1961,5,39,54.4,25,6.4,SOLOMON ISLANDS,,SOLOMON ISLANDS,,e
6400,1961,8,11,8/11/1961,15,51,    ,80,,JAPAN,,JAPAN:  SE. HOKKAIDO ISLAND,,e
6401,1961,8,17,8/17/1961,21,16,31.4,154,6.7,RUSSIA,,RUSSIA:  S. KURIL ISLANDS,,e
4248,1961,8,19,8/19/1961,5,33,    ,,7.3,JAPAN,,JAPAN:  HONSHU:  W COAST,,e
4249,1961,8,31,8/31/1961,1,57,    ,629,7.5,PERU,,PERU,,e
4250,1961,9,1,9/1/1961,0,9,    ,131,7.5,SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,,SOUTH SANDWICH ISLANDS,,e
4251,1961,9,5,9/5/1961,,,    ,,7.7,SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,,SOUTH SANDWICH ISLANDS,,e
4252,1961,9,8,9/8/1961,11,26,32.3,105,7.7,SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,,SOUTH SANDWICH ISLANDS,,e
8062,1961,10,1,10/1/1961,0,16,1,,5.7,CHINA,,CHINA:  GANSU PROVINCE,,e
4253,1961,10,14,10/14/1961,7,1,    ,33,,IRAN,,IRAN,,e
6402,1961,10,18,10/18/1961,16,51,57,15,6.5,CHILE,,"CHILE:  VALDIVIA, CURICO",,e
6325,1961,11,15,11/15/1961,7,17,    ,60,,JAPAN,,JAPAN:  SE. HOKKAIDO ISLAND,,e
4254,1961,12,20,12/20/1961,13,25,    ,176,6.9,COLOMBIA,,COLOMBIA,,e
4255,1962,1,7,1/7/1962,10,3,    ,33,5.9,CROATIA,,BALKANS NW:  CROATIA,,e
4256,1962,1,11,1/11/1962,5,5,    ,33,6.1,CROATIA,,BALKANS NW:  CROATIA,,e
4257,1962,2,14,2/14/1962,6,36,    ,45,7.3,CHILE,,CHILE:  CENTRAL,,e
4258,1962,2,18,2/18/1962,,,    ,,5.3,TUNISIA,,"TUNISIA:  GAFOUR,OUM-ZID,EL AKHOUAT",,e
6403,1962,3,12,3/12/1962,11,40,16.7,35,6.8,PANAMA,,COSTA RICA-PANAMA,,e
4259,1962,3,18,3/18/1962,15,30,    ,33,6,ALBANIA,,ALBANIA,,e
8052,1962,3,18,3/18/1962,20,18,53,25,6.1,CHINA,,CHINA:  GUANGDONG PROVINCE,,e
4260,1962,4,1,4/1/1962,0,45,    ,33,,IRAN,,IRAN:  MUSSAVIEH,,e
6404,1962,4,12,4/12/1962,0,52,43,25,7.2,JAPAN,,JAPAN:  SANRIKU,,e
4261,1962,4,18,4/18/1962,19,14,    ,39,6.3,PERU,,"PERU:  CASMA,HUARAZ,QUIRUVILCA,TRUJILLO",,e
8063,1962,4,23,4/23/1962,4,18,1,,5.5,CHINA,,CHINA:  YUNNAN PROVINCE,,e
6592,1962,4,23,4/23/1962,,,    ,60,,JAPAN,,"SE. HOKKAIDO ISLAND, JAPAN",,e
4263,1962,4,25,4/25/1962,,,    ,,5.3,FRANCE,,"FRANCE:  CORRENCON,CHATEAU-BERNARD,LE GUA,RENCUREL",,e
4264,1962,4,30,4/30/1962,2,26,30,104,6.8,JAPAN,,JAPAN:  HONSHU:  SENDAI,,e
4265,1962,5,11,5/11/1962,14,11,54.1,40,7,MEXICO,,MEXICO:  S,,e
4266,1962,5,19,5/19/1962,14,58,15,33,7.2,MEXICO,,MEXICO:  S,,e
8064,1962,5,21,5/21/1962,12,2,52,,6.8,CHINA,,CHINA:  QINGHAI PROVINCE,,e
6405,1962,5,21,5/21/1962,12,21,,60,5.7,JAPAN,,JAPAN:  OFF COAST OF HONSHU ISLAND,,e
7770,1962,5,28,5/28/1962,22,57,47,,4.5,GREECE,,GREECE:  AEGEAN SEA,,e
4267,1962,6,11,6/11/1962,7,15,    ,,6.3,BOSNIA-HERZEGOVINA,,BALKANS NW:  BOSNIA-HERZEGOVINA,,e
8065,1962,6,24,6/24/1962,1,21,18,18,6.2,CHINA,,CHINA:   YUNNAN PROVINCE,,e
4268,1962,7,26,7/26/1962,8,14,41.8,21,7.4,PANAMA,,PANAMA,,e
4270,1962,7,30,7/30/1962,20,18,52.3,69,6.8,COLOMBIA,,"COLOMBIA:  MISTRATO, MANIZALES",,e
8066,1962,8,19,8/19/1962,18,26,38,,6.4,CHINA,,CHINA:  XINJIANG,,e
4272,1962,8,21,8/21/1962,18,19,    ,34,6.1,ITALY,,ITALY:  S,,e
4273,1962,8,28,8/28/1962,10,59,    ,100,6.8,GREECE,,GREECE:  S,,e
4274,1962,8,30,8/30/1962,13,35,28.7,37,5.8,USA,UT,UTAH,,e
4276,1962,9,1,9/1/1962,19,20,39.9,27,7.2,IRAN,,IRAN:   BUYIN-ZARA,,e
4277,1962,9,4,9/4/1962,22,59,    ,,5.5,TURKEY,,TURKEY:  IGDIR,,e
4278,1962,9,14,9/14/1962,0,33,    ,,5.5,GREECE,,GREECE:  AEGEAN SEA; TURKEY:  BALIKESIR,,e
4279,1962,10,5,10/5/1962,20,2,    ,8,5,IRAN,,"IRAN:  TORBAT HEYDARIYEH, AKHMEDABAD",,e
4281,1962,11,6,11/6/1962,0,9,    ,40,5.5,IRAN,,"IRAN:  GAHKOM,GOLRUIYEH,PATKUIYEH,LAIGAZAN,GANJ",,e
8067,1962,12,17,12/17/1962,9,36,1,,5.5,CHINA,,CHINA:  NINGXIA,,e
6326,1962,12,21,12/21/1962,8,42,43,33,6.5,USA,AK,ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,,e
4282,1963,1,31,1/31/1963,2,27,    ,3,4.5,IRAN,,"IRAN:  KHENDODZHAN, DAKHNE-UDZHAK",,e
4283,1963,2,13,2/13/1963,8,50,4.5,47,7.3,TAIWAN,,"TAIWAN:  TAIPEI, HSINCH",,e
4285,1963,2,21,2/21/1963,17,14,31,5,5.4,LIBYA,,LIBYA:  BARCE (AL MARJ),,e
4287,1963,3,24,3/24/1963,12,44,    ,40,7.2,IRAN,,IRAN:  KARKHANEH,,e
4289,1963,3,28,3/28/1963,12,45,    ,,,ITALY,,ITALY:  S,,e
4290,1963,3,31,3/31/1963,2,27,6.5,33,7,IRAN,,IRAN:  HENDOJAN,,e
8068,1963,4,19,4/19/1963,7,35,21,,7,CHINA,,CHINA:  QINGHAI PROVINCE,,e
8069,1963,4,23,4/23/1963,9,55,7,,6,CHINA,,CHINA:   YUNNAN PROVINCE,,e
4291,1963,5,9,5/9/1963,15,3,43.8,50,5.5,NICARAGUA,,NICARAGUA:  LEON,,e
4292,1963,5,18,5/18/1963,12,20,34.4,65,6,INDONESIA,,INDONESIA:  BALI,,e
4293,1963,5,19,5/19/1963,10,,    ,13,4.9,SLOVENIA,,BALKANS NW:  SLOVENIA:  LJUBLJANA,,e
8070,1963,6,21,6/21/1963,13,44,24,,5.8,CHINA,,CHINA:  HEILONGJIANG PROVINCE,,e
4294,1963,6,30,6/30/1963,7,41,    ,38,5.1,IRAN,,IRAN:  W,,e
4297,1963,7,26,7/26/1963,4,17,12,5,6,MACEDONIA,,BALKANS NW:  MACEDONIA:  SKOPJE,,e
4299,1963,7,29,7/29/1963,6,10,    ,46,5.2,IRAN,,"IRAN:  GAHKOM,LAIGAZAN,PATKUIYEH,GOLRUIYEH,GANJ",,e
4300,1963,8,15,8/15/1963,17,25,    ,543,7.7,PERU,,PERU:  S,,e
8028,1963,8,29,8/29/1963,8,53,50,,6.5,CHINA,,CHINA:  XINJIANG,,e
4302,1963,9,2,9/2/1963,1,34,    ,25,5.3,INDIA,,INDIA:  KASHMIR:  SW,,e
9960,1963,9,15,9/15/1963,0,46,54.3,35,7.5,SOLOMON ISLANDS,,SOLOMON ISLANDS,,e
9961,1963,9,17,9/17/1963,19,20,11.5,28,7.5,SOLOMON ISLANDS,,SOLOMON ISLANDS,,e
